city,timestamp,api_aqi,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3
Lahore,2026-08-21 16:00:00+00:00,3,366.65,0.0,13.42,41.32,2.58,34.89,96.22,5.69
Lahore,2026-08-21 17:00:00+00:00,3,414.83,0.0,15.23,34.23,2.85,36.58,96.55,6.46
Lahore,2026-08-21 18:00:00+00:00,3,445.8,0.0,16.24,29.17,3.05,37.95,97.1,6.76
Lahore,2026-08-21 19:00:00+00:00,3,446.58,0.0,16.21,26.4,3.02,38.22,96.69,6.54
Lahore,2026-08-21 20:00:00+00:00,3,435.8,0.0,15.7,24.97,2.79,38.02,95.86,6.18
Lahore,2026-08-21 21:00:00+00:00,3,397.09,0.0,13.96,26.7,2.58,36.9,95.97,5.61
Lahore,2026-08-21 22:00:00+00:00,3,320.24,0.0,10.51,33.54,2.37,34.38,99.29,4.63
Lahore,2026-08-21 23:00:00+00:00,4,276.48,0.0,8.75,36.16,1.93,33.17,101.38,4.34
Lahore,2026-08-22 00:00:00+00:00,4,250.87,0.0,7.8,37.44,1.65,32.51,102.99,4.28
Lahore,2026-08-22 01:00:00+00:00,4,234.89,0.0,7.15,38.17,1.58,31.9,104.17,4.16
Lahore,2026-08-22 02:00:00+00:00,4,220.49,0.19,6.28,39.09,1.67,31.11,106.01,3.89
Lahore,2026-08-22 03:00:00+00:00,4,198.19,0.75,4.59,44.02,1.83,29.85,108.84,3.28
Lahore,2026-08-22 04:00:00+00:00,4,155.66,0.61,2.67,56.91,2.03,28.15,111.36,2.17
Lahore,2026-08-22 05:00:00+00:00,4,144.61,0.42,1.84,68.44,2.27,29.51,112.32,1.86
Lahore,2026-08-22 06:00:00+00:00,4,141.48,0.29,1.37,79.75,2.47,33.19,115.53,1.65
Lahore,2026-08-22 07:00:00+00:00,4,126.43,0.17,0.84,83.1,2.01,32.71,115.52,0.88
Lahore,2026-08-22 08:00:00+00:00,4,120.23,0.14,0.69,82.76,1.73,31.47,111.66,0.55
Lahore,2026-08-22 09:00:00+00:00,4,120.6,0.13,0.73,84.19,1.76,31.19,108.77,0.48
Lahore,2026-08-22 10:00:00+00:00,4,125.98,0.16,0.94,85.63,1.86,31.75,108.64,0.63
Lahore,2026-08-22 11:00:00+00:00,4,136.59,0.21,1.43,85.17,2.0,32.8,109.59,1.0
Lahore,2026-08-22 12:00:00+00:00,4,148.76,0.22,2.21,82.79,2.14,33.53,110.36,1.38
Lahore,2026-08-22 13:00:00+00:00,4,189.42,0.16,4.94,71.18,2.14,34.45,110.32,2.43
Lahore,2026-08-22 14:00:00+00:00,4,250.73,0.01,8.28,56.5,2.14,35.83,109.67,3.85
Lahore,2026-08-22 15:00:00+00:00,4,303.05,0.0,10.43,47.96,2.22,37.13,109.35,5.03
Lahore,2026-08-22 16:00:00+00:00,4,353.53,0.0,12.7,39.7,2.34,38.31,106.99,6.25
Lahore,2026-08-22 17:00:00+00:00,4,408.79,0.0,14.8,31.18,2.4,39.95,105.7,7.18
Lahore,2026-08-22 18:00:00+00:00,4,450.52,0.0,16.4,24.94,2.36,41.16,105.01,7.59
Lahore,2026-08-22 19:00:00+00:00,4,453.56,0.01,16.25,22.75,2.29,40.9,103.28,7.23
Lahore,2026-08-22 20:00:00+00:00,4,445.63,0.01,15.79,22.33,2.19,40.22,100.95,6.78
Lahore,2026-08-22 21:00:00+00:00,3,419.17,0.0,14.74,24.15,2.18,38.77,98.46,6.18
Lahore,2026-08-22 22:00:00+00:00,4,319.15,0.0,10.69,35.87,2.61,34.55,100.05,4.69
Lahore,2026-08-22 23:00:00+00:00,3,287.25,0.0,9.63,35.86,2.21,32.86,97.11,4.64
Lahore,2026-08-23 00:00:00+00:00,3,277.04,0.0,9.34,33.45,1.78,31.97,94.45,4.88
Lahore,2026-08-23 01:00:00+00:00,3,278.61,0.0,9.22,30.52,1.52,31.38,92.52,4.94
Lahore,2026-08-23 02:00:00+00:00,3,281.34,0.28,8.6,29.73,1.56,30.6,92.16,4.69
Lahore,2026-08-23 03:00:00+00:00,3,260.97,1.09,6.47,35.98,1.86,28.92,93.88,3.95
Lahore,2026-08-23 04:00:00+00:00,3,166.6,0.6,3.02,55.89,2.25,25.24,97.33,1.99
Lahore,2026-08-23 05:00:00+00:00,3,150.56,0.4,1.96,66.9,2.2,26.02,98.08,1.57
Lahore,2026-08-23 06:00:00+00:00,4,147.66,0.27,1.43,76.84,2.21,29.03,100.35,1.46
Lahore,2026-08-23 07:00:00+00:00,4,141.03,0.19,1.08,83.59,2.07,30.86,101.0,1.27
Lahore,2026-08-23 08:00:00+00:00,3,134.1,0.16,0.92,86.67,1.99,31.01,99.15,1.05
Lahore,2026-08-23 09:00:00+00:00,3,129.94,0.14,0.88,89.3,2.09,30.71,96.68,0.87
Lahore,2026-08-23 10:00:00+00:00,3,131.2,0.15,1.04,91.04,2.27,30.79,95.19,0.85
Lahore,2026-08-23 11:00:00+00:00,3,138.85,0.17,1.53,89.84,2.42,31.27,94.29,1.13
Lahore,2026-08-23 12:00:00+00:00,3,149.82,0.17,2.34,87.01,2.58,31.56,93.72,1.44
Lahore,2026-08-23 13:00:00+00:00,3,205.94,0.13,6.0,70.45,2.59,32.82,92.96,3.02
Lahore,2026-08-23 14:00:00+00:00,3,301.92,0.01,10.89,49.45,2.58,35.44,93.34,5.3
Lahore,2026-08-23 15:00:00+00:00,3,392.85,0.0,14.47,36.54,2.67,38.47,94.85,7.28
Lahore,2026-08-23 16:00:00+00:00,3,467.15,0.0,17.36,28.13,2.82,41.39,96.15,9.12
Lahore,2026-08-23 17:00:00+00:00,3,531.73,0.01,19.66,21.71,2.98,44.52,98.35,10.52
Lahore,2026-08-23 18:00:00+00:00,4,583.5,0.05,21.56,16.37,3.02,47.14,100.05,11.1
Lahore,2026-08-23 19:00:00+00:00,3,602.14,0.11,22.36,12.19,2.83,48.09,99.52,10.98
Lahore,2026-08-23 20:00:00+00:00,3,615.1,0.24,22.36,8.36,2.6,49.02,99.6,10.76
Lahore,2026-08-23 21:00:00+00:00,4,628.77,0.51,21.66,5.04,2.25,50.12,99.85,10.03
Lahore,2026-08-23 22:00:00+00:00,4,636.99,0.91,20.47,3.18,1.87,50.98,100.1,8.59
Lahore,2026-08-23 23:00:00+00:00,4,648.54,1.1,19.76,3.08,1.67,51.85,101.2,7.36
Lahore,2026-08-24 00:00:00+00:00,4,658.09,1.16,19.59,3.66,1.55,52.44,102.42,6.49
Lahore,2026-08-24 01:00:00+00:00,4,622.43,1.26,17.13,8.24,1.64,51.18,105.12,5.6
Lahore,2026-08-24 02:00:00+00:00,4,613.54,2.65,13.71,11.74,1.73,50.49,108.08,5.74
Lahore,2026-08-24 03:00:00+00:00,4,606.7,5.36,9.45,17.32,1.82,49.89,112.46,5.9
Lahore,2026-08-24 04:00:00+00:00,4,272.57,1.09,4.56,60.71,2.94,38.19,115.83,2.75
Lahore,2026-08-24 05:00:00+00:00,4,210.32,0.6,2.45,75.33,2.34,38.87,121.37,2.07
Lahore,2026-08-24 06:00:00+00:00,4,194.43,0.32,1.59,86.84,1.97,43.45,126.91,1.84
Lahore,2026-08-24 07:00:00+00:00,4,169.38,0.17,0.93,90.67,1.64,42.43,123.01,1.26
Lahore,2026-08-24 08:00:00+00:00,4,164.65,0.14,0.83,92.37,1.47,42.81,120.47,1.16
Lahore,2026-08-24 09:00:00+00:00,4,167.56,0.14,0.88,94.85,1.47,44.07,119.87,1.21
Lahore,2026-08-24 10:00:00+00:00,4,179.27,0.17,1.19,97.42,1.61,46.45,121.77,1.46
Lahore,2026-08-24 11:00:00+00:00,4,199.6,0.22,1.89,97.68,1.79,49.3,124.52,1.96
Lahore,2026-08-24 12:00:00+00:00,4,222.41,0.22,3.02,95.88,1.97,51.34,126.39,2.43
Lahore,2026-08-24 13:00:00+00:00,4,288.83,0.15,6.95,80.15,2.22,53.77,126.84,3.77
Lahore,2026-08-24 14:00:00+00:00,4,393.66,0.01,12.0,58.96,2.46,57.24,128.38,5.75
Lahore,2026-08-24 15:00:00+00:00,4,488.04,0.0,15.54,45.36,2.67,60.64,131.06,7.41
Lahore,2026-08-24 16:00:00+00:00,4,562.34,0.0,18.2,35.41,2.74,63.17,132.78,8.7
Lahore,2026-08-24 17:00:00+00:00,4,634.78,0.0,20.44,26.24,2.73,66.17,135.49,9.73
Lahore,2026-08-24 18:00:00+00:00,4,698.44,0.02,22.37,18.37,2.61,69.01,137.9,10.4
Lahore,2026-08-24 19:00:00+00:00,4,730.48,0.08,23.39,12.29,2.29,70.15,137.72,10.47
Lahore,2026-08-24 20:00:00+00:00,4,748.9,0.18,23.54,8.06,2.01,71.17,138.18,10.44
Lahore,2026-08-24 21:00:00+00:00,4,771.4,0.4,23.49,4.8,1.87,72.52,139.41,10.57
Lahore,2026-08-24 22:00:00+00:00,4,798.77,0.84,23.41,2.42,1.81,74.02,140.24,10.79
Lahore,2026-08-24 23:00:00+00:00,5,831.72,1.62,23.31,1.08,1.81,76.03,141.6,11.24
Lahore,2026-08-25 00:00:00+00:00,5,867.47,2.77,23.29,0.42,1.91,78.23,142.84,12.39
Lahore,2026-08-26 01:00:00+00:00,4,760.23,2.06,19.05,6.47,2.19,63.16,113.1,7.02
Lahore,2026-08-26 02:00:00+00:00,4,763.49,3.68,15.99,7.82,2.52,62.15,116.37,6.88
Lahore,2026-08-26 03:00:00+00:00,4,752.22,6.81,11.36,13.93,3.08,60.47,122.49,6.59
Lahore,2026-08-26 04:00:00+00:00,4,493.1,2.76,8.66,42.05,6.56,51.55,134.9,4.3
Lahore,2026-08-26 05:00:00+00:00,4,442.21,1.91,6.89,59.19,5.98,56.59,147.45,3.95
Lahore,2026-08-26 06:00:00+00:00,4,395.46,0.91,4.78,85.24,5.18,70.57,169.0,3.62
Lahore,2026-08-26 07:00:00+00:00,4,231.45,0.25,1.71,101.97,3.74,59.89,172.26,1.4
Lahore,2026-08-26 08:00:00+00:00,4,184.87,0.15,1.05,101.4,2.81,54.3,163.32,0.72
Lahore,2026-08-26 09:00:00+00:00,4,176.38,0.14,0.94,101.33,2.46,53.69,161.39,0.57
Lahore,2026-08-26 10:00:00+00:00,4,182.14,0.17,1.24,100.44,2.29,55.22,164.42,0.78
Lahore,2026-08-26 11:00:00+00:00,4,201.64,0.25,2.08,97.61,2.29,58.15,169.37,1.38
Lahore,2026-08-26 12:00:00+00:00,4,225.93,0.27,3.46,93.07,2.41,60.5,173.55,1.95
Lahore,2026-08-26 13:00:00+00:00,4,301.16,0.17,8.27,76.59,2.67,63.19,174.25,3.86
Lahore,2026-08-26 14:00:00+00:00,4,420.34,0.01,14.63,57.73,3.09,66.97,175.76,7.04
Lahore,2026-08-26 15:00:00+00:00,4,528.13,0.0,19.48,46.82,3.7,70.94,179.91,10.47
Lahore,2026-08-26 16:00:00+00:00,4,600.84,0.0,22.56,40.23,4.16,73.42,182.72,13.1
Lahore,2026-08-26 17:00:00+00:00,5,639.88,0.0,23.07,35.25,4.07,75.07,185.5,13.07
Lahore,2026-08-26 18:00:00+00:00,5,657.0,0.0,22.82,32.07,3.7,75.75,185.32,11.99
Lahore,2026-08-26 19:00:00+00:00,4,625.1,0.0,20.68,33.58,3.2,74.13,179.66,9.6
Lahore,2026-08-26 20:00:00+00:00,4,603.15,0.0,19.41,32.65,2.94,73.05,173.97,8.3
Lahore,2026-08-26 21:00:00+00:00,4,581.47,0.0,18.37,30.9,2.85,72.19,168.67,7.42
Lahore,2026-08-26 22:00:00+00:00,4,544.62,0.0,16.71,30.86,3.12,70.78,164.5,6.58
Lahore,2026-08-26 23:00:00+00:00,4,501.4,0.0,14.85,31.96,3.4,68.98,161.42,5.91
Lahore,2026-08-27 00:00:00+00:00,4,453.74,0.0,13.08,33.35,3.43,66.03,157.77,5.38
Lahore,2026-08-27 01:00:00+00:00,4,405.62,0.0,11.35,34.6,3.22,61.75,154.35,4.89
Lahore,2026-08-27 02:00:00+00:00,4,375.39,0.24,10.16,34.41,2.82,57.65,153.06,4.65
Lahore,2026-08-27 03:00:00+00:00,4,340.03,1.25,7.82,38.83,2.47,53.39,157.22,4.2
Lahore,2026-08-27 04:00:00+00:00,4,274.89,1.29,5.19,51.93,2.31,49.55,167.24,3.19
Lahore,2026-08-27 05:00:00+00:00,4,248.46,0.87,3.71,68.72,2.35,51.59,173.24,2.82
Lahore,2026-08-27 06:00:00+00:00,4,226.38,0.44,2.39,89.24,2.45,57.67,182.24,2.45
Lahore,2026-08-27 07:00:00+00:00,4,165.06,0.19,1.11,97.14,2.78,53.74,186.24,0.96
Lahore,2026-08-27 08:00:00+00:00,4,146.41,0.14,0.84,96.82,2.57,50.82,181.63,0.48
Lahore,2026-08-27 09:00:00+00:00,4,143.88,0.13,0.86,97.13,2.32,49.77,176.67,0.45
Lahore,2026-08-27 10:00:00+00:00,4,150.61,0.16,1.17,97.21,2.17,50.01,174.77,0.65
Lahore,2026-08-27 11:00:00+00:00,4,166.08,0.23,1.89,94.93,2.17,50.83,172.99,1.12
Lahore,2026-08-27 12:00:00+00:00,4,184.51,0.25,3.07,90.53,2.27,51.16,171.31,1.56
Lahore,2026-08-27 13:00:00+00:00,4,237.77,0.15,6.58,75.86,2.38,51.95,167.97,2.71
Lahore,2026-08-27 14:00:00+00:00,4,318.96,0.01,10.7,57.92,2.53,53.46,163.58,4.31
Lahore,2026-08-27 15:00:00+00:00,4,386.35,0.0,13.3,46.98,2.75,54.84,160.66,5.54
Lahore,2026-08-27 16:00:00+00:00,4,423.58,0.0,14.89,41.53,3.04,55.11,157.4,6.19
Lahore,2026-08-27 17:00:00+00:00,4,434.07,0.0,15.24,40.11,3.46,55.02,155.97,6.18
Lahore,2026-08-27 18:00:00+00:00,4,428.21,0.0,15.0,39.58,3.92,54.28,154.29,5.91
Lahore,2026-08-27 19:00:00+00:00,4,407.99,0.0,14.41,37.65,4.1,52.79,150.34,5.48
Lahore,2026-08-27 20:00:00+00:00,4,397.48,0.0,14.24,33.88,3.82,52.01,146.04,5.4
Lahore,2026-08-27 21:00:00+00:00,4,383.56,0.0,13.63,31.65,3.34,51.17,142.85,5.4
Lahore,2026-08-27 22:00:00+00:00,4,358.27,0.0,12.29,32.14,2.78,49.36,140.02,5.22
Lahore,2026-08-27 23:00:00+00:00,4,328.0,0.0,10.81,34.13,2.24,46.96,135.97,4.96
Lahore,2026-08-28 00:00:00+00:00,4,290.06,0.0,9.2,36.92,1.85,43.57,130.28,4.58
Lahore,2026-08-29 01:00:00+00:00,4,305.47,0.0,9.65,37.22,5.22,47.74,148.85,4.23
Lahore,2026-08-29 02:00:00+00:00,4,264.97,0.17,7.95,37.72,3.81,43.43,144.02,3.91
Lahore,2026-08-29 03:00:00+00:00,4,233.49,0.86,5.83,41.44,2.72,39.72,140.75,3.48
Lahore,2026-08-29 04:00:00+00:00,4,197.11,0.92,3.81,52.83,2.4,37.68,141.6,2.72
Lahore,2026-08-29 05:00:00+00:00,4,182.64,0.6,2.62,68.01,2.47,39.96,144.09,2.36
Lahore,2026-08-29 06:00:00+00:00,4,172.78,0.34,1.74,84.21,2.54,45.14,150.46,2.06
Lahore,2026-08-29 07:00:00+00:00,4,146.94,0.17,0.99,93.85,2.81,46.37,160.28,0.96
Lahore,2026-08-29 08:00:00+00:00,4,137.25,0.13,0.79,95.73,2.78,46.31,162.4,0.51
Lahore,2026-08-29 09:00:00+00:00,4,135.72,0.12,0.81,96.82,2.7,46.41,161.54,0.43
Lahore,2026-08-29 10:00:00+00:00,4,140.46,0.14,1.03,97.17,2.7,47.06,161.86,0.55
Lahore,2026-08-29 11:00:00+00:00,4,151.47,0.18,1.59,95.15,2.73,47.73,160.67,0.93
Lahore,2026-08-29 12:00:00+00:00,4,164.46,0.18,2.49,91.5,2.8,47.9,159.31,1.32
Lahore,2026-08-29 13:00:00+00:00,4,204.69,0.11,5.24,78.02,2.74,48.41,156.04,2.37
Lahore,2026-08-29 14:00:00+00:00,4,267.68,0.0,8.55,61.06,2.67,49.45,151.54,3.83
Lahore,2026-08-29 15:00:00+00:00,4,322.06,0.0,10.8,50.37,2.72,50.44,148.61,4.95
Lahore,2026-08-29 16:00:00+00:00,4,353.89,0.0,12.26,44.49,2.85,50.6,145.87,5.58
Lahore,2026-08-29 17:00:00+00:00,4,366.29,0.0,12.77,42.65,3.17,50.71,145.58,5.71
Lahore,2026-08-29 18:00:00+00:00,4,363.33,0.0,12.77,42.23,3.62,50.36,145.84,5.51
Lahore,2026-08-29 19:00:00+00:00,4,346.18,0.0,12.45,41.3,4.0,49.17,144.23,5.11
Lahore,2026-08-29 20:00:00+00:00,4,333.27,0.0,12.25,38.55,4.06,48.13,141.17,4.98
Lahore,2026-08-29 21:00:00+00:00,4,318.98,0.0,11.7,36.05,3.78,46.75,137.62,4.96
Lahore,2026-08-29 22:00:00+00:00,4,300.72,0.0,10.7,34.84,3.13,44.63,133.0,4.9
Lahore,2026-08-29 23:00:00+00:00,4,286.6,0.0,9.98,33.8,2.42,42.61,127.46,4.9
Lahore,2026-08-30 00:00:00+00:00,4,268.72,0.0,9.17,33.95,1.88,40.29,122.32,4.79
Lahore,2026-08-30 01:00:00+00:00,4,243.11,0.0,8.0,35.52,1.54,37.29,118.28,4.44
Lahore,2026-08-30 02:00:00+00:00,4,222.5,0.18,6.86,37.15,1.45,34.5,115.34,4.03
Lahore,2026-08-30 03:00:00+00:00,4,201.58,0.83,5.11,41.71,1.6,32.09,114.53,3.43
Lahore,2026-08-30 04:00:00+00:00,4,174.74,0.88,3.47,52.09,2.04,31.18,117.34,2.57
Lahore,2026-08-30 05:00:00+00:00,4,166.45,0.61,2.49,65.44,2.44,33.9,121.71,2.19
Lahore,2026-08-30 06:00:00+00:00,4,159.38,0.35,1.69,80.85,2.68,39.08,129.67,1.86
Lahore,2026-08-30 07:00:00+00:00,4,131.06,0.17,0.92,89.9,2.44,38.95,138.94,0.92
Lahore,2026-08-30 08:00:00+00:00,4,121.23,0.13,0.74,91.51,2.24,38.17,140.92,0.55
Lahore,2026-08-30 09:00:00+00:00,4,119.66,0.13,0.75,93.25,2.25,38.09,140.77,0.47
Lahore,2026-08-30 10:00:00+00:00,4,123.81,0.15,0.95,94.84,2.34,38.67,141.15,0.59
Lahore,2026-08-30 11:00:00+00:00,4,133.84,0.18,1.42,93.92,2.47,39.37,140.25,0.91
Lahore,2026-08-30 12:00:00+00:00,4,145.29,0.18,2.22,90.95,2.65,39.73,139.41,1.25
Lahore,2026-08-30 13:00:00+00:00,4,175.39,0.09,4.34,80.5,2.76,40.2,137.27,2.07
Lahore,2026-08-30 14:00:00+00:00,4,222.21,0.0,6.84,67.13,2.88,41.23,134.24,3.26
Lahore,2026-08-30 15:00:00+00:00,4,263.48,0.0,8.6,59.18,3.15,42.29,132.09,4.21
Lahore,2026-08-30 16:00:00+00:00,4,289.94,0.0,10.06,54.6,3.65,42.96,130.0,4.85
Lahore,2026-08-30 17:00:00+00:00,4,313.68,0.0,11.38,50.75,4.23,44.01,130.28,5.34
Lahore,2026-08-30 18:00:00+00:00,4,334.82,0.0,12.58,46.1,4.52,44.81,130.1,5.67
Lahore,2026-08-30 19:00:00+00:00,4,339.42,0.0,13.1,41.78,4.49,44.46,127.73,5.62
Lahore,2026-08-30 20:00:00+00:00,4,332.1,0.0,12.95,39.09,4.45,43.45,124.92,5.43
Lahore,2026-08-30 21:00:00+00:00,4,308.21,0.0,11.81,38.67,4.3,41.08,120.44,5.09
Lahore,2026-08-30 22:00:00+00:00,4,254.19,0.0,9.0,42.7,3.9,36.01,114.0,4.34
Lahore,2026-08-30 23:00:00+00:00,4,227.61,0.0,7.72,41.85,2.77,31.97,104.14,4.2
Lahore,2026-08-31 00:00:00+00:00,3,206.21,0.0,6.79,41.57,1.96,28.45,95.83,4.04
Lahore,2026-08-31 01:00:00+00:00,3,188.74,0.0,6.07,41.63,1.58,25.71,90.48,3.81
Lahore,2026-08-31 02:00:00+00:00,3,182.63,0.12,5.65,41.57,1.57,24.2,89.12,3.59
Lahore,2026-08-31 03:00:00+00:00,3,179.82,0.7,4.72,44.12,1.77,23.69,91.51,3.24
Lahore,2026-08-31 04:00:00+00:00,3,167.3,0.86,3.47,53.01,2.14,24.5,97.16,2.53
Lahore,2026-08-31 05:00:00+00:00,4,161.84,0.61,2.52,66.4,2.5,27.84,103.66,2.16
Lahore,2026-08-31 06:00:00+00:00,4,154.9,0.36,1.71,81.56,2.69,33.22,111.54,1.89
Lahore,2026-08-31 07:00:00+00:00,4,132.16,0.19,0.99,88.83,2.25,33.11,114.46,1.11
Lahore,2026-08-31 08:00:00+00:00,4,122.53,0.15,0.81,89.65,1.98,32.14,114.68,0.78
Lahore,2026-08-31 09:00:00+00:00,4,120.59,0.14,0.84,91.39,2.04,31.98,113.64,0.67
Lahore,2026-08-31 10:00:00+00:00,4,124.39,0.15,1.04,93.67,2.22,32.33,112.72,0.72
Lahore,2026-08-31 11:00:00+00:00,4,134.0,0.19,1.52,94.0,2.45,32.89,111.02,0.97
Lahore,2026-08-31 12:00:00+00:00,4,145.42,0.18,2.37,91.92,2.75,33.0,108.99,1.23
Lahore,2026-08-31 13:00:00+00:00,4,169.72,0.07,4.2,84.85,3.04,33.08,106.75,1.79
Lahore,2026-08-31 14:00:00+00:00,4,206.22,0.0,6.15,76.02,3.38,33.53,104.34,2.62
Lahore,2026-08-31 15:00:00+00:00,4,236.09,0.0,7.47,70.72,3.94,33.98,102.62,3.29
Lahore,2026-08-31 16:00:00+00:00,4,266.83,0.0,9.28,64.5,4.57,34.49,100.33,4.06
Lahore,2026-08-31 17:00:00+00:00,4,312.03,0.0,11.79,55.81,5.0,35.93,100.16,5.08
Lahore,2026-08-31 18:00:00+00:00,4,351.67,0.0,13.96,47.7,5.2,37.24,100.82,5.74
Lahore,2026-08-31 19:00:00+00:00,4,370.1,0.0,15.18,41.35,5.24,37.63,100.54,5.86
Lahore,2026-08-31 20:00:00+00:00,4,376.62,0.0,15.63,37.12,5.37,37.84,100.66,5.83
Lahore,2026-08-31 21:00:00+00:00,4,377.76,0.0,15.56,33.7,5.31,37.83,100.21,5.81
Lahore,2026-08-31 22:00:00+00:00,3,356.58,0.0,14.13,33.49,5.14,36.67,98.96,5.54
Lahore,2026-08-31 23:00:00+00:00,3,337.89,0.0,13.07,32.74,4.48,35.28,96.32,5.37
Lahore,2026-09-01 00:00:00+00:00,3,310.5,0.0,11.74,33.21,3.78,33.26,94.2,5.15
Lahore,2026-09-01 01:00:00+00:00,3,266.05,0.0,9.11,35.25,3.06,30.36,92.87,4.35
Lahore,2026-09-01 02:00:00+00:00,3,236.21,0.13,7.12,36.32,2.44,28.21,93.61,3.75
Lahore,2026-09-01 03:00:00+00:00,3,215.58,0.75,5.33,39.17,2.14,26.8,96.52,3.31
Lahore,2026-09-01 04:00:00+00:00,4,190.31,0.97,3.79,47.36,2.3,26.34,100.64,2.75
Lahore,2026-09-01 05:00:00+00:00,4,179.65,0.73,2.78,59.62,2.5,28.4,103.86,2.48
Lahore,2026-09-01 06:00:00+00:00,4,171.4,0.41,1.88,75.83,2.58,33.36,109.56,2.2
Lahore,2026-09-01 07:00:00+00:00,4,135.15,0.19,0.95,84.23,2.0,32.29,110.29,1.1
Lahore,2026-09-01 08:00:00+00:00,4,121.07,0.13,0.7,85.03,1.71,30.7,107.95,0.64
Lahore,2026-09-01 09:00:00+00:00,4,118.03,0.12,0.7,86.19,1.74,30.02,105.0,0.51
Lahore,2026-09-01 10:00:00+00:00,4,123.12,0.15,0.94,86.22,1.89,29.97,102.18,0.66
Lahore,2026-09-01 11:00:00+00:00,3,135.39,0.19,1.49,83.99,2.13,30.17,99.45,1.01
Lahore,2026-09-01 12:00:00+00:00,3,149.83,0.19,2.42,80.91,2.45,30.16,97.38,1.34
Lahore,2026-09-01 13:00:00+00:00,3,184.25,0.08,4.58,71.19,2.64,30.62,96.43,2.02
Lahore,2026-09-01 14:00:00+00:00,3,235.76,0.0,6.75,58.32,2.74,31.67,96.06,2.94
Lahore,2026-09-01 15:00:00+00:00,3,280.72,0.0,8.06,49.53,2.92,32.82,95.92,3.68
Lahore,2026-09-01 16:00:00+00:00,3,307.94,0.0,8.87,44.04,3.19,33.54,95.12,4.08
Lahore,2026-09-01 17:00:00+00:00,3,322.96,0.0,9.29,41.92,3.57,34.38,96.18,4.27
Lahore,2026-09-01 18:00:00+00:00,3,330.28,0.0,9.52,40.98,3.79,34.97,97.04,4.29
Lahore,2026-09-01 19:00:00+00:00,3,319.0,0.0,9.19,41.09,3.83,34.66,96.01,3.95
Lahore,2026-09-01 20:00:00+00:00,3,302.9,0.0,8.52,40.78,3.8,34.29,94.34,3.61
Lahore,2026-09-01 21:00:00+00:00,3,286.76,0.0,7.64,40.08,3.78,33.66,92.37,3.35
Lahore,2026-09-01 22:00:00+00:00,3,266.3,0.0,6.77,39.34,3.84,32.36,89.34,3.17
Lahore,2026-09-01 23:00:00+00:00,3,252.88,0.0,6.23,37.13,3.62,31.24,85.91,3.15
Lahore,2026-09-02 00:00:00+00:00,3,243.85,0.0,5.83,34.37,3.13,30.44,82.66,3.09
Lahore,2026-09-02 01:00:00+00:00,3,251.86,0.0,5.93,30.72,2.31,29.67,82.66,3.64
Lahore,2026-09-02 02:00:00+00:00,3,267.29,0.21,6.04,28.51,2.2,30.08,85.16,3.88
Lahore,2026-09-02 03:00:00+00:00,3,279.74,1.17,5.24,31.02,2.24,30.22,90.21,3.92
Lahore,2026-09-02 04:00:00+00:00,3,249.47,1.18,4.0,44.18,2.42,29.55,97.82,3.46
Lahore,2026-09-02 05:00:00+00:00,4,240.06,0.77,3.09,61.72,2.32,33.06,104.47,3.32
Lahore,2026-09-02 06:00:00+00:00,4,235.02,0.42,2.17,82.28,2.23,40.82,114.06,3.2
Lahore,2026-09-02 07:00:00+00:00,4,171.08,0.19,1.06,88.87,1.89,36.18,113.98,1.84
Lahore,2026-09-02 08:00:00+00:00,4,142.46,0.13,0.75,87.36,1.67,32.69,109.63,1.18
Lahore,2026-09-02 09:00:00+00:00,4,136.37,0.12,0.73,87.04,1.58,31.89,107.12,1.03
Lahore,2026-09-02 10:00:00+00:00,4,138.73,0.13,0.87,87.12,1.52,31.88,106.07,1.08
Lahore,2026-09-02 11:00:00+00:00,4,145.56,0.15,1.23,85.68,1.49,31.78,104.44,1.27
Lahore,2026-09-02 12:00:00+00:00,4,154.1,0.15,1.85,83.21,1.51,31.29,102.48,1.48
Lahore,2026-09-02 13:00:00+00:00,4,184.25,0.08,3.92,73.58,1.67,31.42,101.39,2.17
Lahore,2026-09-02 14:00:00+00:00,4,228.76,0.0,6.24,59.99,1.93,32.2,100.32,3.08
Lahore,2026-09-02 15:00:00+00:00,3,267.04,0.0,7.74,50.25,2.17,32.88,98.66,3.81
Lahore,2026-09-02 16:00:00+00:00,3,293.64,0.0,8.76,42.36,2.35,33.11,95.45,4.28
Lahore,2026-09-02 17:00:00+00:00,3,319.33,0.0,9.54,36.99,2.53,33.79,94.34,4.64
Lahore,2026-09-02 18:00:00+00:00,3,338.62,0.0,10.07,33.65,2.63,34.44,93.93,4.78
Lahore,2026-09-02 19:00:00+00:00,3,328.39,0.0,9.58,34.62,2.79,34.16,92.91,4.28
Lahore,2026-09-02 20:00:00+00:00,3,315.74,0.0,8.78,35.46,3.07,34.26,92.16,3.92
Lahore,2026-09-02 21:00:00+00:00,3,307.0,0.0,8.02,35.14,3.37,34.92,91.94,3.77
Lahore,2026-09-02 22:00:00+00:00,3,299.25,0.0,7.39,34.13,3.42,35.59,91.52,3.67
Lahore,2026-09-02 23:00:00+00:00,3,296.2,0.0,7.07,31.89,3.12,36.23,90.72,3.68
Lahore,2026-09-03 00:00:00+00:00,3,292.3,0.0,6.8,30.2,2.83,36.7,90.44,3.66
