city,timestamp,api_aqi,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3
Lahore,2026-09-03 01:00:00+00:00,3,287.97,0.0,6.56,28.87,2.64,36.88,91.06,3.57
Lahore,2026-09-03 02:00:00+00:00,3,300.17,0.22,6.67,27.42,2.59,37.19,94.07,3.63
Lahore,2026-09-03 03:00:00+00:00,3,308.44,1.24,5.77,31.34,2.66,36.97,99.47,3.57
Lahore,2026-09-03 04:00:00+00:00,4,278.42,1.3,4.3,44.63,2.72,36.29,105.81,3.15
Lahore,2026-09-03 05:00:00+00:00,4,270.58,0.88,3.44,61.76,2.54,39.7,111.14,3.09
Lahore,2026-09-03 06:00:00+00:00,4,263.73,0.47,2.46,83.58,2.4,47.27,119.72,3.01
Lahore,2026-09-03 07:00:00+00:00,4,175.82,0.19,1.08,90.48,2.14,38.41,114.95,1.38
Lahore,2026-09-03 08:00:00+00:00,4,144.64,0.13,0.74,89.2,1.77,34.02,108.89,0.82
Lahore,2026-09-03 09:00:00+00:00,4,139.66,0.12,0.74,89.39,1.59,33.2,106.15,0.75
Lahore,2026-09-03 10:00:00+00:00,4,157.48,0.22,1.4,84.41,1.55,33.99,105.33,1.34
Lahore,2026-09-03 11:00:00+00:00,4,193.76,0.39,2.64,77.86,1.58,35.65,105.82,2.33
Lahore,2026-09-03 12:00:00+00:00,4,231.22,0.44,4.45,72.72,1.68,36.76,106.36,3.28
Lahore,2026-09-03 13:00:00+00:00,4,289.02,0.19,8.11,61.22,1.91,37.81,106.67,4.42
Lahore,2026-09-03 14:00:00+00:00,4,346.69,0.0,10.59,47.97,2.11,39.03,106.69,4.83
Lahore,2026-09-03 15:00:00+00:00,4,383.27,0.0,11.51,41.82,2.32,40.23,106.81,5.15
Lahore,2026-09-03 16:00:00+00:00,4,397.8,0.0,11.67,38.05,2.44,41.22,105.61,5.21
Lahore,2026-09-03 17:00:00+00:00,4,412.67,0.0,11.57,35.4,2.52,43.02,105.35,5.16
Lahore,2026-09-03 18:00:00+00:00,4,414.7,0.0,11.22,35.29,2.59,44.68,105.08,4.88
Lahore,2026-09-03 19:00:00+00:00,4,348.0,0.0,8.52,50.46,4.09,45.07,105.87,3.5
Lahore,2026-09-03 20:00:00+00:00,4,325.88,0.0,7.35,55.35,5.07,47.13,105.09,3.04
Lahore,2026-09-03 21:00:00+00:00,4,324.44,0.0,6.72,54.48,5.31,49.76,103.52,2.95
Lahore,2026-09-03 22:00:00+00:00,4,323.38,0.0,6.17,52.75,5.12,51.61,100.98,2.86
Lahore,2026-09-03 23:00:00+00:00,4,322.37,0.0,5.72,51.24,4.75,52.82,98.84,2.8
Lahore,2026-09-04 00:00:00+00:00,4,319.09,0.0,5.3,50.76,4.43,53.44,97.28,2.66
Lahore,2026-09-04 01:00:00+00:00,4,313.52,0.0,4.92,50.91,4.3,53.29,96.79,2.46
Lahore,2026-09-04 02:00:00+00:00,4,320.31,0.08,5.15,49.27,4.13,52.81,98.34,2.53
Lahore,2026-09-04 03:00:00+00:00,4,329.25,0.64,5.12,50.06,4.02,51.79,102.02,2.6
Lahore,2026-09-04 04:00:00+00:00,4,321.35,0.91,4.3,58.98,3.96,51.07,107.33,2.44
Lahore,2026-09-04 05:00:00+00:00,4,318.12,0.72,3.49,73.77,3.69,53.31,112.12,2.42
Lahore,2026-09-04 06:00:00+00:00,4,307.67,0.44,2.58,93.4,3.54,58.4,120.31,2.28
Lahore,2026-09-04 07:00:00+00:00,4,202.54,0.2,1.25,101.09,4.07,46.95,121.21,0.81
Lahore,2026-09-04 08:00:00+00:00,4,162.47,0.13,0.88,100.27,3.65,40.97,115.18,0.29
Lahore,2026-09-04 09:00:00+00:00,4,154.85,0.12,0.85,100.79,3.27,39.5,111.39,0.23
Lahore,2026-09-04 10:00:00+00:00,4,158.52,0.13,1.1,99.62,3.1,39.17,108.38,0.43
Lahore,2026-09-04 11:00:00+00:00,4,170.67,0.15,1.73,95.48,3.0,38.83,103.85,0.84
Lahore,2026-09-04 12:00:00+00:00,3,185.29,0.13,2.74,90.39,2.99,38.13,98.48,1.2
Lahore,2026-09-04 13:00:00+00:00,3,220.03,0.05,4.91,80.2,3.0,38.13,93.98,1.82
Lahore,2026-09-04 14:00:00+00:00,3,271.88,0.0,7.09,69.05,3.03,39.59,91.62,2.68
Lahore,2026-09-04 15:00:00+00:00,3,320.39,0.0,8.53,61.81,3.13,41.77,90.27,3.45
Lahore,2026-09-04 16:00:00+00:00,3,351.78,0.0,9.09,57.19,3.22,43.87,87.93,3.83
Lahore,2026-09-04 17:00:00+00:00,3,369.31,0.0,8.92,55.88,3.49,46.47,85.78,3.79
Lahore,2026-09-04 18:00:00+00:00,3,370.37,0.0,8.27,57.42,3.94,49.13,82.61,3.34
Lahore,2026-09-04 19:00:00+00:00,4,325.99,0.0,5.89,70.7,5.57,50.93,78.45,1.79
Lahore,2026-09-04 20:00:00+00:00,4,323.51,0.0,4.98,73.08,6.51,53.43,75.42,1.33
Lahore,2026-09-04 21:00:00+00:00,4,332.34,0.0,4.56,70.1,6.65,54.72,73.03,1.24
Lahore,2026-09-04 22:00:00+00:00,4,339.91,0.0,4.39,63.42,5.85,54.23,70.33,1.41
Lahore,2026-09-04 23:00:00+00:00,4,346.2,0.0,4.34,55.6,4.76,53.37,68.5,1.67
Lahore,2026-09-05 00:00:00+00:00,4,350.12,0.0,4.3,49.37,4.12,52.19,67.41,1.82
Lahore,2026-09-05 01:00:00+00:00,4,353.86,0.0,4.33,44.28,4.49,50.48,65.69,1.85
Lahore,2026-09-05 02:00:00+00:00,3,372.51,0.06,4.66,39.37,4.22,49.5,64.52,1.75
Lahore,2026-09-05 03:00:00+00:00,3,396.98,0.54,4.62,37.71,3.62,48.88,63.48,1.56
Lahore,2026-09-05 04:00:00+00:00,3,402.22,0.9,3.74,43.57,3.0,48.42,62.53,1.36
Lahore,2026-09-05 05:00:00+00:00,4,405.77,0.73,2.97,57.16,2.45,51.26,65.18,1.44
Lahore,2026-09-05 06:00:00+00:00,4,398.27,0.43,2.14,76.09,2.23,57.18,72.04,1.46
Lahore,2026-09-05 07:00:00+00:00,4,312.49,0.21,1.29,102.02,2.99,51.87,77.84,0.52
Lahore,2026-09-05 08:00:00+00:00,3,275.15,0.15,1.04,109.51,2.92,49.05,78.05,0.23
Lahore,2026-09-05 09:00:00+00:00,3,262.73,0.13,1.01,113.36,2.74,47.86,76.13,0.13
Lahore,2026-09-05 10:00:00+00:00,3,262.09,0.14,1.21,112.51,2.62,47.7,75.04,0.29
